Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2018;519.581.230;2.707.494;5.828.547;14.692.750;24.408.464;10.990.032;4.339.907;865;62.968.060;637.166;692.542;1.829.568;1.509.694;336;0;18.789;4.688.095;295.583;953.043;2.033.244;1.713.776;47.091;59;1.367;5.044.163;1.592.184;12.691.119;34.043.692;77.716.109;62.163.775;167.565.052;63.406.588;419.178.517;1.504.850;5.626.708;1.801.563;120.407;8.703;7.399;0;9.069.630;187.217;1.690.177;1.141.698;818.924;289.054;140.537;0;4.267.606;1.995.212;3.895.527;3.185.294;2.673.759;1.334.891;1.216.883;63.594;14.365.159;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS METALÚRGICOS DA GRANDE SÃO PAULO - SICOOB METALCRED;4.833.655;b3S;I;2;S5;9;SAO PAULO;SP;03/2018;24.093;481;4.144;10.184;7.726;14;0;0;22.549;59;312;553;344;147;46;0;1.460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;79;1;0;0;0;0;83;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1.736.516;b3S;I;2;S5;9;DIVINOPOLIS;MG;03/2018;24.041;0;27;60;106;19;0;0;213;217;1.494;3.927;5.442;974;27;0;12.080;28;782;2.155;3.545;417;0;0;6.927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;2.959;1.390;58;47;0;0;4.821;0
SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;3.881.423;n1;I;2;S4;14;ARARUAMA;RJ;03/2018;23.860;27;267;634;846;210;0;0;1.985;193;1.170;2.664;4.975;3.289;7.340;11;19.643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1.146;671;383;0;0;0;2.233;0
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SAO VALENTIM-CRESOL SAO VALENTIM;3.015.152;b3S;I;2;S5;9;SAO VALENTIM;RS;03/2018;23.753;0;0;0;0;0;0;0;0;0;215;289;521;116;8;0;1.150;2;37;95;124;8;0;0;265;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;6;89;7.778;3.407;3.243;2.086;1.431;0;18.035;93;1.317;1.376;1.010;331;90;80;4.297;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FORMOSA DO SUL-CRESOL FORMOSA;5.269.976;b3S;I;2;S5;9;FORMOSA DO SUL;SC;03/2018;23.711;0;0;0;0;0;0;0;0;13;45;165;319;146;91;0;779;22;190;519;1.022;245;1;0;1.998;0;0;0;0;0;0;0;0;0;58;6;0;0;0;0;64;219;3.389;4.107;3.685;2.264;2.211;0;15.876;373;950;1.391;1.630;511;63;76;4.994;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE GOIANO LTDA.;7.502.031;b3S;I;2;S5;9;GOIANESIA;GO;03/2018;23.638;0;3;3;0;0;0;0;6;1.361;838;2.546;3.979;120;0;0;8.844;0;79;232;303;0;0;0;614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;1.225;5.377;1.723;0;0;0;8.457;387;5.185;144;0;0;0;0;5.717;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8.055.016;b3S;I;2;S5;9;XAVANTINA;SC;03/2018;23.614;0;0;0;0;0;0;0;0;23;189;443;1.096;142;134;0;2.026;5;100;260;367;36;0;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;1.511;6.152;3.843;2.516;2.572;0;16.675;114;1.457;1.214;1.113;162;10;75;4.145;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO PARÁ - SICOOB COOESA;83.836.114;b3S;I;2;S5;9;BELEM;PA;03/2018;23.521;134;1.154;4.401;8.428;4.354;2.097;0;20.568;124;496;948;838;30;0;0;2.436;0;7;17;54;17;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;54;170;27;7;5;0;421;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5.494.591;b3S;I;2;S5;9;ALFREDO WAGNER;SC;03/2018;23.486;0;4;14;40;1;0;0;59;6;72;70;235;126;18;0;526;8;56;142;307;104;0;0;618;0;0;0;0;0;0;0;0;26;191;36;0;0;0;0;254;174;4.304;4.482;1.308;689;243;0;11.199;483;3.109;3.230;2.682;886;275;165;10.829;0
COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE QUILOMBO - CRESOL QUILOMBO;73.254.757;b3S;I;2;S5;9;QUILOMBO;SC;03/2018;23.419;0;0;0;0;0;0;0;0;10;207;508;1.003;350;2;0;2.080;4;133;331;581;89;0;0;1.139;0;0;0;0;0;0;0;0;0;23;3;0;0;0;0;26;76;4.637;3.994;2.817;2.092;2.253;0;15.869;196;774;1.613;1.345;199;111;68;4.306;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11.907.520;b3S;I;2;S5;9;CAMPINA GRANDE;PB;03/2018;23.305;46;392;954;2.422;2.506;1.467;0;7.787;173;1.450;2.260;3.042;1.101;1.520;0;9.546;54;511;1.335;2.058;251;0;0;4.209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334;942;487;0;0;0;0;1.763;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL MARTINS-CRESOL PEDRA BRANCA;5.070.112;b3S;I;2;S5;9;CORONEL MARTINS;SC;03/2018;23.190;0;0;0;0;0;0;0;0;15;58;176;206;68;22;0;545;16;121;311;474;113;0;0;1.036;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;191;3.101;3.418;4.685;3.170;2.516;0;17.080;336;707;1.425;1.594;335;86;43;4.527;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23.623.636;b3S;I;2;S5;9;SINOP;MT;03/2018;23.065;0;0;0;0;0;0;0;0;110;698;1.607;2.236;77;0;0;4.728;15;132;339;577;46;0;0;1.109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.612;3.913;1.544;100;50;0;16.218;57;857;97;0;0;0;0;1.011;0
COOPERATIVA DE CRÉDITO DOS MILITARES E DA SEGURANÇA PÚBLICA NO DISTRITO FEDERAL LTDA. - SICOOB DFMIL;4.649.337;b3S;I;2;S5;9;BRASILIA;DF;03/2018;22.888;26;1.555;3.533;7.845;4.729;3.316;0;21.004;63;167;457;656;147;217;0;1.706;0;3;8;43;29;1;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;57;27;0;0;0;0;93;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2.179.673;b3S;I;2;S5;9;OURINHOS;SP;03/2018;22.837;0;34;81;130;9;0;0;253;133;1.653;3.183;4.566;3.317;1.895;41;14.789;27;558;1.577;2.835;263;0;0;5.260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;1.334;313;707;52;0;0;2.535;0
UNIPRIME DOURADOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE,  DAS CIÊNCIAS E DAS ARTES DE DOURADOS;37.554.441;b3S;I;2;S5;9;DOURADOS;MS;03/2018;22.748;0;0;0;0;0;0;0;0;200;1.507;3.518;4.991;1.587;964;0;12.768;70;646;1.573;1.931;351;1;0;4.571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;1.967;1.147;1.152;647;373;0;5.409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37.631.058;b3S;I;2;S5;9;PALMEIRAS DE GOIAS;GO;03/2018;22.722;0;0;0;0;0;0;0;0;144;2.257;4.340;2.826;738;317;0;10.621;1;43;76;124;6;0;0;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.489;4.235;50;0;0;0;7.775;99;3.256;421;226;73;0;0;4.075;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PRUDENTÓPOLIS - CRESOL PRUDENTÓPOLIS;6.126.780;b3S;I;2;S5;9;PRUDENTOPOLIS;PR;03/2018;22.711;0;0;0;0;0;0;0;0;129;189;766;771;370;0;0;2.225;2;89;104;252;46;0;0;493;0;0;0;0;0;0;0;0;4;210;23;0;0;0;0;237;137;2.323;9.292;2.271;1.703;1.617;0;17.343;46;470;562;796;445;0;94;2.413;0
COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA;27.171.974;b3S;I;2;S5;9;CARIACICA;ES;03/2018;22.706;39;4.535;10.857;7.236;7;0;0;22.673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;7;0;0;0;0;0;34;0
SCANIA BANCO S.A.;11.417.016;b2;I;3;S4;8;SAO BERNARDO DO CAMPO;SP;03/2018;22.483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;2.575;6.332;9.207;4.096;30;0;22.483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7.853.842;b3S;I;2;S5;9;OURO;SC;03/2018;22.398;0;0;0;0;0;0;0;0;769;2.906;5.721;3.662;696;63;0;13.818;11;39;94;102;14;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165;384;664;2.649;218;0;0;4.079;395;2.386;593;619;247;1;0;4.241;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19.869.338;b3S;I;2;S5;9;IPATINGA;MG;03/2018;22.025;127;1.382;4.597;7.398;1.171;1;0;14.676;63;540;1.180;1.767;343;0;0;3.894;41;259;697;983;58;0;0;2.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;41;73;63;0;0;0;178;131;353;616;112;28;0;0;1.240;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ABRIL;43.438.662;b3S;I;2;S5;9;SAO PAULO;SP;03/2018;21.845;98;2.101;5.198;9.426;2.862;31;0;19.716;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;713;792;233;218;108;63;0;2.127;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5.220.243;b3S;I;2;S5;9;SARANDI;RS;03/2018;21.753;0;0;0;0;0;0;0;0;9;77;315;596;288;219;0;1.504;12;198;537;1.043;332;0;0;2.122;0;0;0;0;0;0;0;0;3;116;20;0;0;0;0;139;49;4.538;2.065;2.341;1.187;172;0;10.352;232;1.575;2.660;1.904;713;303;248;7.635;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE JAGUARUNA-CRESOL JAGUARUNA;5.410.056;b3S;I;2;S5;9;JAGUARUNA;SC;03/2018;21.549;0;0;0;0;0;0;0;0;18;274;739;1.387;414;57;0;2.889;25;403;1.029;1.783;228;0;0;3.469;0;0;0;0;0;0;0;0;3;106;10;0;0;0;0;120;41;2.002;2.358;2.974;1.627;2.211;0;11.213;235;1.176;1.219;964;141;11;113;3.859;0
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA COSTA DO SOL LTDA.;39.231.527;b3S;I;2;S5;9;MACAE;RJ;03/2018;21.462;0;0;0;0;0;0;0;0;104;3.213;7.322;8.573;1.065;34;0;20.311;4;111;75;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;808;90;2;0;0;0;961;0
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63.229.629;b3S;I;2;S5;9;SERRINHA;BA;03/2018;21.198;12;277;800;1.362;19;0;0;2.469;433;1.469;3.084;3.000;277;129;0;8.393;125;559;1.409;1.892;115;0;0;4.101;0;0;0;0;0;0;0;0;18;218;32;0;0;0;0;268;1;47;8;11;0;0;0;67;608;1.475;2.376;1.002;5;0;434;5.900;0
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4.445.917;b3S;I;2;S5;9;CAMPOS DOS GOYTACAZES;RJ;03/2018;21.064;0;0;0;0;0;0;0;0;32;2.298;5.288;6.334;940;145;2;15.038;11;456;1.090;1.270;104;0;0;2.931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;926;672;464;292;707;3;3.096;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804.046;b3S;I;2;S5;9;CAPITOLIO;MG;03/2018;21.010;0;54;155;227;54;0;0;489;26;866;1.974;1.824;454;16;0;5.160;25;373;931;1.354;276;0;0;2.959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;2.099;7.314;244;0;0;0;9.721;69;1.231;586;548;242;3;0;2.680;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA;3.139.644;b3S;I;2;S5;9;SAO PAULO;SP;03/2018;20.965;330;1.472;5.749;10.886;2.392;11;0;20.840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;125;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUL DE MATO GROSSO - SICOOB SUL;5.247.312;b3S;I;2;S5;9;RONDONOPOLIS;MT;03/2018;20.902;9;45;120;215;62;4;0;455;230;2.179;3.060;3.441;757;0;0;9.667;15;11;21;42;9;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;3.369;2.846;1.638;0;0;0;7.975;668;1.535;323;39;141;0;0;2.706;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA;26.359.745;b3S;I;2;S5;9;IGUATAMA;MG;03/2018;20.891;8;15;45;141;0;0;0;210;97;1.650;3.814;3.823;879;0;0;10.263;4;216;556;665;15;0;0;1.456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;6.554;648;0;0;0;7.691;48;674;437;113;0;0;0;1.271;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE GOIÂNIA E ENTORNO LTDA.;97.360.804;b3S;I;2;S5;9;GOIANIA;GO;03/2018;20.823;14;24;65;91;17;0;0;212;468;2.189;3.988;7.690;2.343;776;0;17.454;8;70;195;438;93;0;0;803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;2.068;56;22;12;0;0;2.353;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE PORTO XAVIER – CRESOL PORTO XAVIER;5.442.759;b3S;I;2;S5;9;PORTO XAVIER;RS;03/2018;20.792;0;0;0;0;0;0;0;0;0;34;84;156;82;0;0;355;12;143;384;562;93;0;0;1.195;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;94;3.373;3.801;2.881;1.889;1.902;0;13.939;243;1.009;2.241;1.613;101;2;93;5.301;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT;4.181.542;b3S;I;2;S5;9;PITANGUI;MG;03/2018;20.766;0;42;112;145;13;0;0;312;59;2.198;5.117;6.121;651;40;0;14.186;2;141;348;450;30;0;0;971;0;0;0;0;0;0;0;0;43;813;84;0;0;0;0;939;0;209;711;0;0;0;0;920;41;2.898;274;173;46;5;0;3.438;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CAPANEMA - CRESOL CAPANEMA;1.201.006;b3S;I;2;S5;9;CAPANEMA;PR;03/2018;20.522;0;0;0;0;0;0;0;0;67;287;755;1.042;194;3;0;2.348;6;126;326;622;133;0;0;1.213;0;0;0;0;0;0;0;0;3;53;7;0;0;0;0;62;47;1.670;6.980;2.715;1.995;2.508;0;15.916;42;97;200;379;200;0;66;983;0
BANCO CATERPILLAR S.A.;2.658.435;b2;I;3;S4;8;SAO PAULO;SP;03/2018;20.375;0;0;0;0;0;0;0;0;432;2.947;5.958;5.932;438;0;0;15.707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;446;1.068;2.431;663;0;0;4.669;0
COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIAO NO NORDESTE - SICOOB CENTRO NORDESTE;3.102.185;b3S;I;2;S5;9;JOAO PESSOA;PB;03/2018;20.058;7;647;1.460;3.794;3.726;3.784;0;13.419;14;1.150;2.147;1.948;834;39;0;6.132;0;25;58;86;0;0;0;169;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;220;115;0;0;0;0;336;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PETROLEIROS NO ESTADO DE MINAS GERAIS LTDA. - COPETRO;26.758.433;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2018;20.055;17;52;103;201;144;64;0;582;79;1.469;3.946;7.452;4.632;1.843;52;19.473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CBMM LTDA.;18.140.913;b3S;I;2;S5;9;ARAXA;MG;03/2018;19.979;99;1.214;8.867;5.941;1.232;4;0;17.357;275;42;427;203;41;0;0;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;216;521;712;143;1;0;1.636;0
RENDIMENTO;51.468;b1;C;2;S4;199;SAO PAULO;SP;03/2018;19.939;0;0;0;0;0;0;0;0;970;519;699;377;27;0;0;2.591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.010;11.672;4.604;62;0;0;0;17.348;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM;2.173.447;b3S;I;2;S5;9;GUANHAES;MG;03/2018;19.866;25;645;1.844;4.286;1.191;470;0;8.460;212;1.046;2.288;2.974;286;22;0;6.827;0;20;52;83;13;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312;375;50;0;0;0;737;94;3.364;215;1;0;0;0;3.674;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL EM PORTO ALEGRE E GRANDE PORTO ALEGRE - SERVICOOP;3.973.814;b3S;I;2;S5;9;PORTO ALEGRE;RS;03/2018;19.801;344;1.886;6.148;3.707;149;6;0;12.240;915;1.432;2.414;1.868;318;23;0;6.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;0;209;0;0;0;0;0;0;0;0;28;105;247;3;0;0;0;383;0
COOPERATIVA DE CRÉDITO RURAL DE GUARANI LTDA - SICOOB GUARANICREDI;26.014.175;b3S;I;2;S5;9;GUARANI;MG;03/2018;19.705;0;0;0;0;0;0;0;0;75;771;1.477;2.611;612;56;0;5.602;16;345;883;1.213;118;0;0;2.574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;788;3.248;3.062;283;0;0;7.567;113;3.625;222;3;0;0;0;3.963;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5.222.094;b3S;I;2;S5;9;PIRACANJUBA;GO;03/2018;19.476;0;14;37;70;16;0;0;137;129;737;2.598;747;3;19;0;4.232;2;49;52;72;12;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;3.631;6.597;2.294;0;0;0;12.678;167;1.659;250;166;0;0;0;2.242;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC;86.791.837;b3S;I;2;S5;9;CACADOR;SC;03/2018;19.439;0;0;0;0;0;0;0;0;499;1.756;1.881;2.281;500;399;0;7.316;15;84;231;247;3;0;0;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.111;0;199;33;6.437;0;10.780;80;441;228;13;0;0;0;763;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CARGILL;68.228.006;b3S;I;2;S5;9;SAO PAULO;SP;03/2018;19.370;31;2.885;6.826;8.411;17;0;0;18.170;21;46;84;61;0;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;172;0;0;0;0;0;987;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA.;73.326.449;b3S;I;2;S5;9;CRUZ ALTA;RS;03/2018;19.327;0;28;60;33;0;0;0;121;157;2.158;2.440;2.742;824;378;0;8.699;15;220;521;716;135;0;0;1.607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;1.731;2.428;3.276;899;348;0;8.899;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS;71.238.232;b3S;I;2;S5;9;CARMOPOLIS DE MINAS;MG;03/2018;19.060;0;0;0;0;0;0;0;0;16;1.089;1.798;2.299;414;12;0;5.628;13;465;1.192;1.560;67;0;0;3.296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.584;5.505;1.282;369;0;0;8.740;16;1.357;22;0;0;0;0;1.395;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33.615.055;b3S;I;2;S5;9;ANAPOLIS;GO;03/2018;18.982;0;23;17;0;0;0;0;40;661;2.448;2.199;2.068;8;0;0;7.384;26;245;508;862;129;0;0;1.770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;311;2.563;1.964;0;0;0;4.935;59;3.189;451;114;880;161;0;4.854;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DO ACRE - SICOOB ACRE;3.528.402;b3S;I;2;S5;9;RIO BRANCO;AC;03/2018;18.979;77;1.508;3.643;7.153;1.765;39;0;14.184;162;635;2.004;1.601;130;0;0;4.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;156;82;0;0;0;0;263;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ;7.946.451;b3S;I;2;S5;9;TANGARA;SC;03/2018;18.954;0;0;0;0;0;0;0;0;12;109;214;322;79;17;0;753;12;187;487;1.027;198;1;0;1.911;0;0;0;0;0;0;0;0;18;188;26;0;0;0;0;232;256;4.908;2.711;1.731;867;202;0;10.675;244;1.366;1.882;1.485;184;5;217;5.383;0
AGENCIA DE FOMENTO DE GOIAS S/A;3.918.382;n1;I;1;S4;30;GOIANIA;GO;03/2018;18.908;0;0;0;0;0;0;0;0;254;463;1.160;1.378;88;0;0;3.342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;227;3.425;6.110;3.690;558;0;14.699;2;9;265;291;203;97;0;867;0
